filepath,emotion,intensity,actor,gender
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-06-02-02-01-08.wav,fearful,strong,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-06-02-02-02-08.wav,fearful,strong,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-07-01-01-01-08.wav,disgust,normal,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-07-01-01-02-08.wav,disgust,normal,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-07-01-02-01-08.wav,disgust,normal,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-07-01-02-02-08.wav,disgust,normal,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-07-02-01-01-08.wav,disgust,strong,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-07-02-01-02-08.wav,disgust,strong,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-07-02-02-01-08.wav,disgust,strong,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-07-02-02-02-08.wav,disgust,strong,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-08-01-01-01-08.wav,surprised,normal,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-08-01-01-02-08.wav,surprised,normal,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-08-01-02-01-08.wav,surprised,normal,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-08-01-02-02-08.wav,surprised,normal,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-08-02-01-01-08.wav,surprised,strong,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-08-02-01-02-08.wav,surprised,strong,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-08-02-02-01-08.wav,surprised,strong,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-08-02-02-02-08.wav,surprised,strong,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-01-01-01-01-09.wav,neutral,normal,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-01-01-01-02-09.wav,neutral,normal,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-01-01-02-01-09.wav,neutral,normal,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-01-01-02-02-09.wav,neutral,normal,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-02-01-01-01-09.wav,calm,normal,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-02-01-01-02-09.wav,calm,normal,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-02-01-02-01-09.wav,calm,normal,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-02-01-02-02-09.wav,calm,normal,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-02-02-01-01-09.wav,calm,strong,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-02-02-01-02-09.wav,calm,strong,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-02-02-02-01-09.wav,calm,strong,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-02-02-02-02-09.wav,calm,strong,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-03-01-01-01-09.wav,happy,normal,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-03-01-01-02-09.wav,happy,normal,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-03-01-02-01-09.wav,happy,normal,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-03-01-02-02-09.wav,happy,normal,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-03-02-01-01-09.wav,happy,strong,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-03-02-01-02-09.wav,happy,strong,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-03-02-02-01-09.wav,happy,strong,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-03-02-02-02-09.wav,happy,strong,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-04-01-01-01-09.wav,sad,normal,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-04-01-01-02-09.wav,sad,normal,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-04-01-02-01-09.wav,sad,normal,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-04-01-02-02-09.wav,sad,normal,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-04-02-01-01-09.wav,sad,strong,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-04-02-01-02-09.wav,sad,strong,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-04-02-02-01-09.wav,sad,strong,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-04-02-02-02-09.wav,sad,strong,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-05-01-01-01-09.wav,angry,normal,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-05-01-01-02-09.wav,angry,normal,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-05-01-02-01-09.wav,angry,normal,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-05-01-02-02-09.wav,angry,normal,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-05-02-01-01-09.wav,angry,strong,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-05-02-01-02-09.wav,angry,strong,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-05-02-02-01-09.wav,angry,strong,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-05-02-02-02-09.wav,angry,strong,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-06-01-01-01-09.wav,fearful,normal,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-06-01-01-02-09.wav,fearful,normal,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-06-01-02-01-09.wav,fearful,normal,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-06-01-02-02-09.wav,fearful,normal,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-06-02-01-01-09.wav,fearful,strong,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-06-02-01-02-09.wav,fearful,strong,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-06-02-02-01-09.wav,fearful,strong,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-06-02-02-02-09.wav,fearful,strong,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-07-01-01-01-09.wav,disgust,normal,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-07-01-01-02-09.wav,disgust,normal,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-07-01-02-01-09.wav,disgust,normal,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-07-01-02-02-09.wav,disgust,normal,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-07-02-01-01-09.wav,disgust,strong,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-07-02-01-02-09.wav,disgust,strong,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-07-02-02-01-09.wav,disgust,strong,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-07-02-02-02-09.wav,disgust,strong,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-08-01-01-01-09.wav,surprised,normal,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-08-01-01-02-09.wav,surprised,normal,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-08-01-02-01-09.wav,surprised,normal,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-08-01-02-02-09.wav,surprised,normal,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-08-02-01-01-09.wav,surprised,strong,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-08-02-01-02-09.wav,surprised,strong,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-08-02-02-01-09.wav,surprised,strong,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_09\03-01-08-02-02-02-09.wav,surprised,strong,9,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-01-01-01-01-10.wav,neutral,normal,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-01-01-01-02-10.wav,neutral,normal,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-01-01-02-01-10.wav,neutral,normal,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-01-01-02-02-10.wav,neutral,normal,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-02-01-01-01-10.wav,calm,normal,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-02-01-01-02-10.wav,calm,normal,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-02-01-02-01-10.wav,calm,normal,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-02-01-02-02-10.wav,calm,normal,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-02-02-01-01-10.wav,calm,strong,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-02-02-01-02-10.wav,calm,strong,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-02-02-02-01-10.wav,calm,strong,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-02-02-02-02-10.wav,calm,strong,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-03-01-01-01-10.wav,happy,normal,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-03-01-01-02-10.wav,happy,normal,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-03-01-02-01-10.wav,happy,normal,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-03-01-02-02-10.wav,happy,normal,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-03-02-01-01-10.wav,happy,strong,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-03-02-01-02-10.wav,happy,strong,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-03-02-02-01-10.wav,happy,strong,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-03-02-02-02-10.wav,happy,strong,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-04-01-01-01-10.wav,sad,normal,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-04-01-01-02-10.wav,sad,normal,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-04-01-02-01-10.wav,sad,normal,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-04-01-02-02-10.wav,sad,normal,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-04-02-01-01-10.wav,sad,strong,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-04-02-01-02-10.wav,sad,strong,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-04-02-02-01-10.wav,sad,strong,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-04-02-02-02-10.wav,sad,strong,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-05-01-01-01-10.wav,angry,normal,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-05-01-01-02-10.wav,angry,normal,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-05-01-02-01-10.wav,angry,normal,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-05-01-02-02-10.wav,angry,normal,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-05-02-01-01-10.wav,angry,strong,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-05-02-01-02-10.wav,angry,strong,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-05-02-02-01-10.wav,angry,strong,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-05-02-02-02-10.wav,angry,strong,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-06-01-01-01-10.wav,fearful,normal,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-06-01-01-02-10.wav,fearful,normal,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-06-01-02-01-10.wav,fearful,normal,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-06-01-02-02-10.wav,fearful,normal,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-06-02-01-01-10.wav,fearful,strong,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-06-02-01-02-10.wav,fearful,strong,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-06-02-02-01-10.wav,fearful,strong,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-06-02-02-02-10.wav,fearful,strong,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-07-01-01-01-10.wav,disgust,normal,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-07-01-01-02-10.wav,disgust,normal,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-07-01-02-01-10.wav,disgust,normal,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-07-01-02-02-10.wav,disgust,normal,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-07-02-01-01-10.wav,disgust,strong,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-07-02-01-02-10.wav,disgust,strong,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-07-02-02-01-10.wav,disgust,strong,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-07-02-02-02-10.wav,disgust,strong,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-08-01-01-01-10.wav,surprised,normal,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-08-01-01-02-10.wav,surprised,normal,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-08-01-02-01-10.wav,surprised,normal,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-08-01-02-02-10.wav,surprised,normal,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-08-02-01-01-10.wav,surprised,strong,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-08-02-01-02-10.wav,surprised,strong,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-08-02-02-01-10.wav,surprised,strong,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_10\03-01-08-02-02-02-10.wav,surprised,strong,10,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-01-01-01-01-11.wav,neutral,normal,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-01-01-01-02-11.wav,neutral,normal,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-01-01-02-01-11.wav,neutral,normal,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-01-01-02-02-11.wav,neutral,normal,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-02-01-01-01-11.wav,calm,normal,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-02-01-01-02-11.wav,calm,normal,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-02-01-02-01-11.wav,calm,normal,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-02-01-02-02-11.wav,calm,normal,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-02-02-01-01-11.wav,calm,strong,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-02-02-01-02-11.wav,calm,strong,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-02-02-02-01-11.wav,calm,strong,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-02-02-02-02-11.wav,calm,strong,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-03-01-01-01-11.wav,happy,normal,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-03-01-01-02-11.wav,happy,normal,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-03-01-02-01-11.wav,happy,normal,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-03-01-02-02-11.wav,happy,normal,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-03-02-01-01-11.wav,happy,strong,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-03-02-01-02-11.wav,happy,strong,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-03-02-02-01-11.wav,happy,strong,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-03-02-02-02-11.wav,happy,strong,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-04-01-01-01-11.wav,sad,normal,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-04-01-01-02-11.wav,sad,normal,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-04-01-02-01-11.wav,sad,normal,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-04-01-02-02-11.wav,sad,normal,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-04-02-01-01-11.wav,sad,strong,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-04-02-01-02-11.wav,sad,strong,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-04-02-02-01-11.wav,sad,strong,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-04-02-02-02-11.wav,sad,strong,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-05-01-01-01-11.wav,angry,normal,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-05-01-01-02-11.wav,angry,normal,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-05-01-02-01-11.wav,angry,normal,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-05-01-02-02-11.wav,angry,normal,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-05-02-01-01-11.wav,angry,strong,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-05-02-01-02-11.wav,angry,strong,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-05-02-02-01-11.wav,angry,strong,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-05-02-02-02-11.wav,angry,strong,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-06-01-01-01-11.wav,fearful,normal,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-06-01-01-02-11.wav,fearful,normal,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-06-01-02-01-11.wav,fearful,normal,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-06-01-02-02-11.wav,fearful,normal,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-06-02-01-01-11.wav,fearful,strong,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-06-02-01-02-11.wav,fearful,strong,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-06-02-02-01-11.wav,fearful,strong,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-06-02-02-02-11.wav,fearful,strong,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-07-01-01-01-11.wav,disgust,normal,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-07-01-01-02-11.wav,disgust,normal,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-07-01-02-01-11.wav,disgust,normal,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-07-01-02-02-11.wav,disgust,normal,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-07-02-01-01-11.wav,disgust,strong,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-07-02-01-02-11.wav,disgust,strong,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-07-02-02-01-11.wav,disgust,strong,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-07-02-02-02-11.wav,disgust,strong,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-08-01-01-01-11.wav,surprised,normal,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-08-01-01-02-11.wav,surprised,normal,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-08-01-02-01-11.wav,surprised,normal,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-08-01-02-02-11.wav,surprised,normal,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-08-02-01-01-11.wav,surprised,strong,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-08-02-01-02-11.wav,surprised,strong,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-08-02-02-01-11.wav,surprised,strong,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_11\03-01-08-02-02-02-11.wav,surprised,strong,11,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_12\03-01-01-01-01-01-12.wav,neutral,normal,12,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_12\03-01-01-01-01-02-12.wav,neutral,normal,12,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_12\03-01-01-01-02-01-12.wav,neutral,normal,12,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_12\03-01-01-01-02-02-12.wav,neutral,normal,12,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_12\03-01-02-01-01-01-12.wav,calm,normal,12,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_12\03-01-02-01-01-02-12.wav,calm,normal,12,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_12\03-01-02-01-02-01-12.wav,calm,normal,12,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_12\03-01-02-01-02-02-12.wav,calm,normal,12,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_12\03-01-02-02-01-01-12.wav,calm,strong,12,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_12\03-01-02-02-01-02-12.wav,calm,strong,12,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_12\03-01-02-02-02-01-12.wav,calm,strong,12,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_12\03-01-02-02-02-02-12.wav,calm,strong,12,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_12\03-01-03-01-01-01-12.wav,happy,normal,12,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_12\03-01-03-01-01-02-12.wav,happy,normal,12,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_12\03-01-03-01-02-01-12.wav,happy,normal,12,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_12\03-01-03-01-02-02-12.wav,happy,normal,12,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_12\03-01-03-02-01-01-12.wav,happy,strong,12,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_12\03-01-03-02-01-02-12.wav,happy,strong,12,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_12\03-01-03-02-02-01-12.wav,happy,strong,12,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_12\03-01-03-02-02-02-12.wav,happy,strong,12,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_12\03-01-04-01-01-01-12.wav,sad,normal,12,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_12\03-01-04-01-01-02-12.wav,sad,normal,12,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_12\03-01-04-01-02-01-12.wav,sad,normal,12,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_12\03-01-04-01-02-02-12.wav,sad,normal,12,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_12\03-01-04-02-01-01-12.wav,sad,strong,12,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_12\03-01-04-02-01-02-12.wav,sad,strong,12,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_12\03-01-04-02-02-01-12.wav,sad,strong,12,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_12\03-01-04-02-02-02-12.wav,sad,strong,12,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_12\03-01-05-01-01-01-12.wav,angry,normal,12,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_12\03-01-05-01-01-02-12.wav,angry,normal,12,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_12\03-01-05-01-02-01-12.wav,angry,normal,12,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_12\03-01-05-01-02-02-12.wav,angry,normal,12,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_12\03-01-05-02-01-01-12.wav,angry,strong,12,female
